Acid Splash~PHB~0~C~hurl bubble acid choose one creature see within range choose two creature see within range within 5 foot target must succeed dexterity save throw take damage acid damage~{'dice': ['1d6'], 'damage': ['1d6', '2d6', '3d6', '4d6'], 'saving_throw_types': 'Dexterity', 'conditions': 'None'}
Aid~PHB~2~A~spell bolster ally toughness resolve choose three creature within range target hit point maximum current hit point increase 5 duration~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Temple of the Gods~XGE~7~C~cause temple shimmer existence ground see within range temple must fit within unoccupied cube space 120 foot side temple remain spell end dedicate whatever god pantheon philosophy represent holy symbol use cast make decision temple appearance interior enclosed floor wall roof one door grant access interior many window wish creature designate cast spell open close door temple interior open space idol altar one end decide whether temple illuminate whether illumination bright light dim light smell burn incense fill air within temperature mild temple opposes type creature choose cast spell choose one follow celestials elementals fey fiend undead creature choose type attempt enter temple creature must make charisma save throw fail save cant enter temple 24 hour even creature enter temple magic hinders whenever make attack roll ability check save throw inside temple must roll dice d4 subtract number roll dice d20 roll addition sensor create divination spell cant appear inside temple creature within cant target divination spell finally whenever creature temple regains hit point spell 1st level high creature regain additional hit point equal wisdom modifier minimum 1 hit point temple make opaque magical force extend ethereal plane thus block ethereal travel temple interior nothing physically pass temple exterior cant dispel spell dispel magic spell antimagic field effect spell disintegrate spell destroy temple instantly cast spell spot every day year make effect permanent~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'a', 'conditions': 'None'}
Tenser's Transformation~XGE~6~T~endow endurance martial prowess fuel magic spell end cant cast spell gain follow benefit gain 50 temporary hit point remain spell end lose advantage attack roll make simple martial weapon hit target weapon attack target take extra damage force damage proficiency armor shield simple weapon martial weapon proficiency strength constitution save throw attack twice instead take action attack action turn ignore benefit already feature like extra attack give extra attack immediately spell end must succeed dc 15 constitution save throw suffer one level condition exhaustion~{'dice': 'None', 'damage': ['2d12'], 'saving_throw_types': 'Constitution', 'conditions': 'exhaustion'}
Thunder Step~XGE~3~C~teleport unoccupied space see within range immediately disappear thunderous boom sound creature within 10 foot space leave must make constitution save throw take damage thunder damage fail save half much damage successful one thunder hear 300 foot away bring along object long weight doesnt exceed carry also teleport one willing creature size small carry gear carry capacity creature must within 5 foot cast spell must unoccupied space within 5 foot destination space creature appear otherwise creature leave behind~{'dice': 'None', 'damage': ['3d10'], 'saving_throw_types': 'Constitution', 'conditions': 'None'}
Thunderclap~XGE~0~V~create burst thunderous sound hear 100 foot away creature within range must make constitution save throw take damage thunder damage spell damage increase dice reach 5th level damage 11th level damage 17th level damage~{'dice': ['1d6'], 'damage': ['1d6', '2d6', '3d6', '4d6'], 'saving_throw_types': 'Constitution', 'conditions': 'None'}
Tidal Wave~XGE~3~C~conjure wave water crash area within range area 30 foot long 10 foot wide 10 foot tall creature area must make dexterity save throw fail save creature take damage bludgeon damage knock condition prone successful save creature take half much damage isnt knock condition prone water spread across ground direction extinguish unprotected flame area within 30 foot vanishes~{'dice': 'None', 'damage': ['4d8'], 'saving_throw_types': 'Dexterity', 'conditions': 'prone'}
Tiny Servant~XGE~3~T~touch one tiny nonmagical object isnt attach another object surface isnt carry another creature target animate sprouts little arm leg become creature control spell end creature drop 0 hit point see creature tiny servantxgestat block statistic bonus action mentally command creature within 120 foot control multiple creature spell command time issue command one decide action creature take move next turn issue simple general command fetch key stand watch stack book issue command servant nothing defend hostile creature give order servant continue follow order task complete creature drop 0 hit point revert original form remain damage carry form~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Toll the Dead~XGE~0~N~point one creature see within range sound dolorous bell fill air around moment target must succeed wisdom save throw take damage necrotic damage target miss hit point instead take damage necrotic damage spell damage increase one die reach 5th level damage damage 11th level damage damage 17th level damage damage~{'dice': 'None', 'damage': ['1d8', '1d12', '2d8', '2d12', '3d8', '3d12', '4d8', '4d12'], 'saving_throw_types': 'Wisdom', 'conditions': 'None'}
Transmute Rock~XGE~5~T~choose area stone mud see fit within 40foot cube within range choose one follow effect nonmagical rock sort area become equal volume thick flow mud remain spells duration ground spell area become muddy enough creature sink foot creature move mud cost 4 foot movement creature ground cast spell must make strength save throw creature must also make save throw move area first time turn end turn failed save creature sink mud condition restrain though use action end condition restrain condition pull free mud cast spell ceiling mud fall creature mud fall must make dexterity save throw creature take damage bludgeon damage fail save half much damage successful one nonmagical mud quicksand area 10 foot deep transforms soft stone spell duration creature mud transforms must make dexterity save throw successful save creature shunt safely surface unoccupied space fail save creature become condition restrain rock condition restrain creature another creature within reach use action try break rock succeed dc 20 strength check deal damage rock ac 15 25 hit point immune poison psychic damage~{'dice': 'None', 'damage': ['4d8'], 'saving_throw_types': 'Dexterity', 'conditions': 'restrained'}
Vitriolic Sphere~XGE~4~V~point location within range glow 1footdiameter ball emerald acid streak explode 20footradius sphere creature area must make dexterity save throw fail save creature take damage acid damage another damage acid damage end next turn successful save creature take half initial damage damage end next turn~{'dice': 'None', 'damage': ['10d4', '5d4'], 'saving_throw_types': 'Dexterity', 'conditions': 'None'}
Wall of Light~XGE~5~V~shimmer wall bright light appear point choose within range wall appear orientation choose horizontally vertically diagonally free float rest solid surface wall 60 foot long 10 foot high 5 foot thick wall block line sight creature object pas emits bright light 120 foot dim light additional 120 foot wall appear creature area must make constitution save throw fail save creature take damage radiant damage condition blind 1 minute successful save take half much damage isnt condition blind condition blind creature make constitution save throw end turn end effect success creature end turn wall area take damage radiant damage spell end use action launch beam radiance wall one creature see within 60 foot make range spell attack hit target take damage radiant damage whether hit miss reduce length wall 10 foot wall length drop 0 foot spell end~{'dice': 'None', 'damage': ['4d8', '4d8', '4d8'], 'saving_throw_types': 'Constitution', 'conditions': 'blinded'}
